group,cluster_id,image,label_count,cluster_has_positive,cluster_size,representative,positive_representative,score_to_representative
stage0,stage0_000041,images/0720_11/05366_1784523922536617_0.jpg,0,0,3,images/0720_11/05367_1784523922616618_0.jpg,images/0720_11/05367_1784523922616618_0.jpg,0.9993794560432434
stage0,stage0_000041,images/0720_11/05367_1784523922616618_0.jpg,0,0,3,images/0720_11/05367_1784523922616618_0.jpg,images/0720_11/05367_1784523922616618_0.jpg,1.0
stage0,stage0_000041,images/0720_11/05368_1784523923294619_0.jpg,0,0,3,images/0720_11/05367_1784523922616618_0.jpg,images/0720_11/05367_1784523922616618_0.jpg,0.998875617980957
stage0,stage0_000042,images/0720_10/04907_1784522942386431_0.jpg,0,0,3,images/0720_10/04908_1784522942698432_0.jpg,images/0720_10/04908_1784522942698432_0.jpg,0.9987112283706665
stage0,stage0_000042,images/0720_10/04908_1784522942698432_0.jpg,0,0,3,images/0720_10/04908_1784522942698432_0.jpg,images/0720_10/04908_1784522942698432_0.jpg,1.0
stage0,stage0_000042,images/0720_10/04909_1784522942738433_0.jpg,0,0,3,images/0720_10/04908_1784522942698432_0.jpg,images/0720_10/04908_1784522942698432_0.jpg,0.9995238780975342
stage0,stage0_000043,images/0720_11/05391_1784523972502888_0.jpg,0,0,3,images/0720_11/05392_1784523973434889_0.jpg,images/0720_11/05392_1784523973434889_0.jpg,0.9985924363136292
stage0,stage0_000043,images/0720_11/05392_1784523973434889_0.jpg,0,0,3,images/0720_11/05392_1784523973434889_0.jpg,images/0720_11/05392_1784523973434889_0.jpg,1.0
stage0,stage0_000043,images/0720_11/05393_1784523973500890_0.jpg,0,0,3,images/0720_11/05392_1784523973434889_0.jpg,images/0720_11/05392_1784523973434889_0.jpg,0.9996176958084106
stage0,stage0_000044,images/0720_10/04943_1784523020927446_0.jpg,2,1,3,images/0720_10/04944_1784523020977447_0.jpg,images/0720_10/04944_1784523020977447_0.jpg,0.9994891881942749
stage0,stage0_000044,images/0720_10/04944_1784523020977447_0.jpg,2,1,3,images/0720_10/04944_1784523020977447_0.jpg,images/0720_10/04944_1784523020977447_0.jpg,1.0
stage0,stage0_000044,images/0720_10/04945_1784523021107448_0.jpg,2,1,3,images/0720_10/04944_1784523020977447_0.jpg,images/0720_10/04944_1784523020977447_0.jpg,0.9987186193466187
stage0,stage0_000045,images/0720_10/04703_1784522497563350_0.jpg,0,0,3,images/0720_10/04704_1784522497596351_0.jpg,images/0720_10/04704_1784522497596351_0.jpg,0.9989248514175415
stage0,stage0_000045,images/0720_10/04704_1784522497596351_0.jpg,0,0,3,images/0720_10/04704_1784522497596351_0.jpg,images/0720_10/04704_1784522497596351_0.jpg,1.0
stage0,stage0_000045,images/0720_10/04705_1784522497703352_0.jpg,0,0,3,images/0720_10/04704_1784522497596351_0.jpg,images/0720_10/04704_1784522497596351_0.jpg,0.9992746114730835
stage0,stage0_000046,images/0720_11/05127_1784523418674518_0.jpg,1,1,3,images/0720_11/05128_1784523418954519_0.jpg,images/0720_11/05128_1784523418954519_0.jpg,0.9980255365371704
stage0,stage0_000046,images/0720_11/05128_1784523418954519_0.jpg,1,1,3,images/0720_11/05128_1784523418954519_0.jpg,images/0720_11/05128_1784523418954519_0.jpg,1.0
stage0,stage0_000046,images/0720_11/05129_1784523418954520_0.jpg,1,1,3,images/0720_11/05128_1784523418954519_0.jpg,images/0720_11/05128_1784523418954519_0.jpg,0.9999982714653015
stage0,stage0_000047,images/0720_9/04454_1784521949859251_0.jpg,0,0,3,images/0720_9/04455_1784521950165252_0.jpg,images/0720_9/04455_1784521950165252_0.jpg,0.998960018157959
stage0,stage0_000047,images/0720_9/04455_1784521950165252_0.jpg,0,0,3,images/0720_9/04455_1784521950165252_0.jpg,images/0720_9/04455_1784521950165252_0.jpg,1.0
stage0,stage0_000047,images/0720_9/04456_1784521950310253_0.jpg,0,0,3,images/0720_9/04455_1784521950165252_0.jpg,images/0720_9/04455_1784521950165252_0.jpg,0.9989884495735168
stage0,stage0_000048,images/0720_10/04753_1784522603031371_0.jpg,0,0,3,images/0720_10/04754_1784522603322372_0.jpg,images/0720_10/04754_1784522603322372_0.jpg,0.9985561966896057
stage0,stage0_000048,images/0720_10/04754_1784522603322372_0.jpg,0,0,3,images/0720_10/04754_1784522603322372_0.jpg,images/0720_10/04754_1784522603322372_0.jpg,1.0
stage0,stage0_000048,images/0720_10/04755_1784522603484373_0.jpg,0,0,3,images/0720_10/04754_1784522603322372_0.jpg,images/0720_10/04754_1784522603322372_0.jpg,0.9993276596069336
stage0,stage0_000049,images/0720_11/05395_1784523982805629_0.jpg,0,0,3,images/0720_11/05396_1784523983019630_0.jpg,images/0720_11/05396_1784523983019630_0.jpg,0.999385416507721
stage0,stage0_000049,images/0720_11/05396_1784523983019630_0.jpg,0,0,3,images/0720_11/05396_1784523983019630_0.jpg,images/0720_11/05396_1784523983019630_0.jpg,1.0
